link_imagem,data_coleta
https://en.wikipedia.org/static/images/icons/enwiki-25.svg,2026-04-09 13:40:39
https://en.wikipedia.org/static/images/mobile/copyright/wikipedia-wordmark-en-25.svg,2026-04-09 13:40:39
https://en.wikipedia.org/static/images/mobile/copyright/wikipedia-tagline-en-25.svg,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Ball_at_Saint_Petersburg_Noble_Assembly_1913_by_Dmitry_Nikolayevich_Kardovsky.jpg/250px-Ball_at_Saint_Petersburg_Noble_Assembly_1913_by_Dmitry_Nikolayevich_Kardovsky.jpg,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Maria_Gendrikova%27s_count_charter_%281742-7%2C_GIM%29_01_by_shakko.jpg/250px-Maria_Gendrikova%27s_count_charter_%281742-7%2C_GIM%29_01_by_shakko.jpg,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Mih%C3%A1ly_Zichy_-_Ball_in_Honour_of_Alexander_II_-_WGA25974.jpg/250px-Mih%C3%A1ly_Zichy_-_Ball_in_Honour_of_Alexander_II_-_WGA25974.jpg,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Franz_Xaver_Winterhalter_Leonilla_Princess_of_Sayn_Wittgenstein_Sayn.jpg/500px-Franz_Xaver_Winterhalter_Leonilla_Princess_of_Sayn_Wittgenstein_Sayn.jpg,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Peter_der-Grosse_1838.jpg/250px-Peter_der-Grosse_1838.jpg,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Russian_Imperial_Crown.svg/250px-Russian_Imperial_Crown.svg.png,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/7/73/Crown_tsar.png,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Rangkronen-Fig._43.svg/250px-Rangkronen-Fig._43.svg.png,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Russian_Princely_hat.svg/250px-Russian_Princely_hat.svg.png,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Russian_Princely_hat.svg/250px-Russian_Princely_hat.svg.png,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Regentenkronen-Fig._17.png/250px-Regentenkronen-Fig._17.png,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Crown_of_a_Marquis_of_France_%28variant%29.svg/250px-Crown_of_a_Marquis_of_France_%28variant%29.svg.png,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Heraldique_couronne_comte_fran%C3%A7ais.svg/250px-Heraldique_couronne_comte_fran%C3%A7ais.svg.png,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Rangkronen-Fig._27.svg/250px-Rangkronen-Fig._27.svg.png,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/%D0%9C%D0%B0%D1%80%D0%B8%D1%8F_%D0%A1%D1%82%D0%B0%D1%80%D0%B8%D1%86%D0%BA%D0%B0%D1%8F%2C_%D0%BF%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82_XVI_%D0%B2.png/120px-%D0%9C%D0%B0%D1%80%D0%B8%D1%8F_%D0%A1%D1%82%D0%B0%D1%80%D0%B8%D1%86%D0%BA%D0%B0%D1%8F%2C_%D0%BF%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82_XVI_%D0%B2.png,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/M.V._Skopin-Shuyskiy_%2817th_c.%2C_Tretyakov_gallery%29.jpg/120px-M.V._Skopin-Shuyskiy_%2817th_c.%2C_Tretyakov_gallery%29.jpg,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/%D0%9E%D1%80%D0%B4%D0%B8%D0%BD-%D0%9D%D0%B0%D1%89%D0%BE%D0%BA%D0%B8%D0%BD.jpg/120px-%D0%9E%D1%80%D0%B4%D0%B8%D0%BD-%D0%9D%D0%B0%D1%89%D0%BE%D0%BA%D0%B8%D0%BD.jpg,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Evdokiya_Streshneva_%28GIM%2C_18_c.%29_2.jpg/120px-Evdokiya_Streshneva_%28GIM%2C_18_c.%29_2.jpg,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Godfrey_Kneller_-_Portrait_of_P.Potemkin_%281682%2C_Hermitage%29_-_contrast.jpg/120px-Godfrey_Kneller_-_Portrait_of_P.Potemkin_%281682%2C_Hermitage%29_-_contrast.jpg,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Portrait_of_Prince_Anikita_Repnin_%28Russian_Museum%29.jpg/120px-Portrait_of_Prince_Anikita_Repnin_%28Russian_Museum%29.jpg,2026-04-09 13:40:39
https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Matveyev_Artamon_portrait.jpg/120px-Matveyev_Artamon_portrait.jpg,2026-04-09 13:40:39
