link_imagem,data_coleta
https://en.wikipedia.org/static/images/icons/enwiki-25.svg,2026-04-09 13:40:41
https://en.wikipedia.org/static/images/mobile/copyright/wikipedia-wordmark-en-25.svg,2026-04-09 13:40:41
https://en.wikipedia.org/static/images/mobile/copyright/wikipedia-tagline-en-25.svg,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/en/thumb/8/80/National_Academy_of_Sciences_logo.svg/250px-National_Academy_of_Sciences_logo.svg.png,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/NationalAcademySciences_07110011.jpg/250px-NationalAcademySciences_07110011.jpg,2026-04-09 13:40:41
"https://maps.wikimedia.org/img/osm-intl,10,a,a,270x200.png?lang=en&domain=en.wikipedia.org&title=National_Academy_of_Sciences&revid=1336221779&groups=_9ab01c42b8b0cefafe2bf5e032bae1a3e966f879&parser=legacy",2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Keck_Center_of_the_National_Academies.JPG/250px-Keck_Center_of_the_National_Academies.JPG,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Beckman_Conference_Center%2C_National_Academies_%28USA%29.JPG/250px-Beckman_Conference_Center%2C_National_Academies_%28USA%29.JPG,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Alexander_Dalls_Bache_pers0117.jpg/120px-Alexander_Dalls_Bache_pers0117.jpg,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Joseph_Henry_-_Brady-Handy.jpg/120px-Joseph_Henry_-_Brady-Handy.jpg,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/William_Barton_Rogers_cropped.jpg/120px-William_Barton_Rogers_cropped.jpg,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Othniel_Charles_Marsh_-_Brady-Handy.jpg/120px-Othniel_Charles_Marsh_-_Brady-Handy.jpg,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Gibbs_Oliver_Wolcott.jpg/120px-Gibbs_Oliver_Wolcott.jpg,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Portrait_of_Alexander_Emanuel_Agassiz.jpg/120px-Portrait_of_Alexander_Emanuel_Agassiz.jpg,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Ira_Remsen_jhu_coll-0002_02836.jpg/120px-Ira_Remsen_jhu_coll-0002_02836.jpg,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/William_Henry_Welch_2.jpg/120px-William_Henry_Welch_2.jpg,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Charles_Walcott.jpg/120px-Charles_Walcott.jpg,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Albert_Abraham_Michelson2.jpg/120px-Albert_Abraham_Michelson2.jpg,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Thomas_Hunt_Morgan.jpg/120px-Thomas_Hunt_Morgan.jpg,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Campbell_William_Wallace.jpg/120px-Campbell_William_Wallace.jpg,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Frank_R._Lillie_1893.png/120px-Frank_R._Lillie_1893.png,2026-04-09 13:40:41
https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Frank_B_Jewett_1926_retouched.png/120px-Frank_B_Jewett_1926_retouched.png,2026-04-09 13:40:41
